10,临汾市,1,电信、广播电视和卫星传输服务,4
10,临汾市,3,互联网和相关服务,6
10,临汾市,2,软件和信息技术服务业,12
10,临汾市,4,其他金融业,2
10,临汾市,6,研究和试验发展,0
10,临汾市,5,专业技术服务业,55
10,临汾市,7,科技推广和应用服务业,27
10,临汾市,8,生态保护和环境治理业,7
11,吕梁市,1,电信、广播电视和卫星传输服务,5
11,吕梁市,3,互联网和相关服务,2
11,吕梁市,2,软件和信息技术服务业,10
11,吕梁市,4,其他金融业,2
11,吕梁市,6,研究和试验发展,2
11,吕梁市,5,专业技术服务业,21
11,吕梁市,7,科技推广和应用服务业,14
11,吕梁市,8,生态保护和环境治理业,3
2,大同市,1,电信、广播电视和卫星传输服务,3
2,大同市,3,互联网和相关服务,0
2,大同市,2,软件和信息技术服务业,13
2,大同市,4,其他金融业,1
2,大同市,6,研究和试验发展,2
2,大同市,5,专业技术服务业,31
2,大同市,7,科技推广和应用服务业,22
2,大同市,8,生态保护和环境治理业,2
1,太原市,1,电信、广播电视和卫星传输服务,12
1,太原市,3,互联网和相关服务,21
1,太原市,2,软件和信息技术服务业,286
1,太原市,4,其他金融业,12
1,太原市,6,研究和试验发展,26
1,太原市,5,专业技术服务业,226
1,太原市,7,科技推广和应用服务业,371
1,太原市,8,生态保护和环境治理业,21
9,忻州市,1,电信、广播电视和卫星传输服务,1
9,忻州市,3,互联网和相关服务,0
9,忻州市,2,软件和信息技术服务业,2
9,忻州市,4,其他金融业,1
9,忻州市,6,研究和试验发展,0
9,忻州市,5,专业技术服务业,28
9,忻州市,7,科技推广和应用服务业,12
9,忻州市,8,生态保护和环境治理业,4
7,晋中市,1,电信、广播电视和卫星传输服务,2
7,晋中市,3,互联网和相关服务,2
7,晋中市,2,软件和信息技术服务业,22
7,晋中市,4,其他金融业,3
7,晋中市,6,研究和试验发展,6
7,晋中市,5,专业技术服务业,38
7,晋中市,7,科技推广和应用服务业,53
7,晋中市,8,生态保护和环境治理业,5
5,晋城市,1,电信、广播电视和卫星传输服务,2
5,晋城市,3,互联网和相关服务,4
5,晋城市,2,软件和信息技术服务业,12
5,晋城市,4,其他金融业,1
5,晋城市,6,研究和试验发展,3
5,晋城市,5,专业技术服务业,39
5,晋城市,7,科技推广和应用服务业,22
5,晋城市,8,生态保护和环境治理业,3
6,朔州市,1,电信、广播电视和卫星传输服务,4
6,朔州市,3,互联网和相关服务,0
6,朔州市,2,软件和信息技术服务业,1
6,朔州市,4,其他金融业,0
6,朔州市,6,研究和试验发展,1
6,朔州市,5,专业技术服务业,10
6,朔州市,7,科技推广和应用服务业,8
6,朔州市,8,生态保护和环境治理业,2
8,运城市,1,电信、广播电视和卫星传输服务,8
8,运城市,3,互联网和相关服务,1
8,运城市,2,软件和信息技术服务业,16
8,运城市,4,其他金融业,2
8,运城市,6,研究和试验发展,1
8,运城市,5,专业技术服务业,30
8,运城市,7,科技推广和应用服务业,43
8,运城市,8,生态保护和环境治理业,2
4,长治市,1,电信、广播电视和卫星传输服务,1
4,长治市,3,互联网和相关服务,1
4,长治市,2,软件和信息技术服务业,25
4,长治市,4,其他金融业,0
4,长治市,6,研究和试验发展,7
4,长治市,5,专业技术服务业,59
4,长治市,7,科技推广和应用服务业,32
4,长治市,8,生态保护和环境治理业,2
3,阳泉市,1,电信、广播电视和卫星传输服务,3
3,阳泉市,3,互联网和相关服务,0
3,阳泉市,2,软件和信息技术服务业,6
3,阳泉市,4,其他金融业,3
3,阳泉市,6,研究和试验发展,1
3,阳泉市,5,专业技术服务业,23
3,阳泉市,7,科技推广和应用服务业,12
3,阳泉市,8,生态保护和环境治理业,2
