00650000V2024,新疆维吾尔自治区,01,农、林、牧、渔业-农业,798
00650000V2024,新疆维吾尔自治区,02,农、林、牧、渔业-林业,75
00650000V2024,新疆维吾尔自治区,03,农、林、牧、渔业-畜牧业,437
00650000V2024,新疆维吾尔自治区,04,农、林、牧、渔业-渔业,25
00650000V2024,新疆维吾尔自治区,05,农、林、牧、渔业-农、林、牧、渔专业及辅助性活动,586
00650000V2024,新疆维吾尔自治区,06,采矿业-煤炭开采和洗选业,32
00650000V2024,新疆维吾尔自治区,07,采矿业-石油和天然气开采业,20
00650000V2024,新疆维吾尔自治区,08,采矿业-黑色金属矿采选业,16
00650000V2024,新疆维吾尔自治区,09,采矿业-有色金属矿采选业,45
00650000V2024,新疆维吾尔自治区,10,采矿业-非金属矿采选业,51
00650000V2024,新疆维吾尔自治区,11,采矿业-开采专业及辅助性活动,28
00650000V2024,新疆维吾尔自治区,12,采矿业-其他采矿业,43
00650000V2024,新疆维吾尔自治区,13,制造业-农副食品加工业,67
00650000V2024,新疆维吾尔自治区,14,制造业-食品制造业,38
00650000V2024,新疆维吾尔自治区,15,制造业-酒、饮料和精制茶制造业,43
00650000V2024,新疆维吾尔自治区,16,制造业-烟草制品业,0
00650000V2024,新疆维吾尔自治区,17,制造业-纺织业,126
00650000V2024,新疆维吾尔自治区,18,制造业-纺织服装、服饰业,55
00650000V2024,新疆维吾尔自治区,19,制造业-皮革、毛皮、羽毛及其制品和制鞋业,5
00650000V2024,新疆维吾尔自治区,20,制造业-木材加工和木、竹、藤、棕、草制品业,13
00650000V2024,新疆维吾尔自治区,21,制造业-家具制造业,6
00650000V2024,新疆维吾尔自治区,22,制造业-造纸和纸制品业,14
00650000V2024,新疆维吾尔自治区,23,制造业-印刷和记录媒介复制业,2
00650000V2024,新疆维吾尔自治区,24,制造业-文教、工美、体育和娱乐用品制造业,6
00650000V2024,新疆维吾尔自治区,25,制造业-石油、煤炭及其他燃料加工业,45
00650000V2024,新疆维吾尔自治区,26,制造业-化学原料和化学制品制造业,115
